tag_type,tag
top_1,fantasy
top_2,young adult
top_3,science fiction
top_4,science fiction
top_5,young adult
top_2,historical-fiction
top_3,war
top_4,australia
top_5,australian
top_2,contemporary
top_3,adult
top_4,adult-fiction
top_5,contemporary-fiction
top_2,romance
top_3,contemporary
top_4,adult
top_5,chick-lit
top_1,young adult
top_2,lgbtq
top_3,young adult
top_4,science fiction
top_5,lgbtq
top_1,children
top_2,picture-books
top_3,children
top_4,children
top_5,children
top_2,mystery
top_3,thriller
top_4,historical-fiction
top_5,greg-iles
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,jamie-mcguire
top_5,novella
top_1,fantasy
top_2,young adult
top_3,adventure
top_4,john-flanagan
top_1,new-adult
top_2,romance
top_3,contemporary
top_4,contemporary-romance
top_5,jay-crownover
top_1,business
top_3,biography
top_5,politics
top_1,fantasy
top_3,fantasy
top_4,science fiction
top_5,fantasy
top_1,sports
top_4,biography
top_5,football
top_1,picture-books
top_2,children
top_3,children
top_4,picture-book
top_5,children
top_1,contemporary
top_2,young adult
top_3,romance
top_4,young adult
top_2,economics
top_3,business
top_5,finance
top_1,fantasy
top_3,short-stories
top_4,read-in-2016
top_5,fantasy
top_1,james-patterson
top_2,mystery
top_4,crime
top_5,patterson
top_1,business
top_2,biography
top_5,biography
top_1,mystery
top_2,crime
top_4,mystery
top_5,thriller
top_1,romance
top_2,contemporary
top_3,contemporary-romance
top_4,funny
top_5,adult
top_1,fantasy
top_2,young adult
top_4,young adult
top_5,fantasy
top_1,mystery
top_3,crime
top_4,thriller
top_5,audio
top_1,fantasy
top_2,fantasy
top_4,flintlock-fantasy
top_5,fantasy
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,war
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,cassandra-clare
top_5,romance
top_1,young adult
top_2,contemporary
top_3,young adult
top_4,romance
top_5,read-in-2015
top_1,zane
top_2,erotica
top_3,romance
top_5,african-american
top_2,animals
top_3,young adult
top_4,classics
top_5,children
top_1,romance
top_2,fantasy
top_3,paranormal
top_4,romance
top_1,new-adult
top_2,romance
top_3,love-triangle
top_4,contemporary
top_5,college
top_1,fantasy
top_2,fantasy
top_4,fantasy
top_5,adult
top_1,mystery
top_3,audio
top_4,mystery
top_5,thriller
top_2,mystery
top_3,crime
top_4,thriller
top_5,french
top_1,historical-fiction
top_3,mystery
top_4,historical
top_5,mental-illness
top_1,graphic novels
top_2,fantasy
top_3,comics
top_4,graphic-novel
top_1,fantasy
top_2,young adult
top_3,science fiction
top_4,science fiction
top_5,short-stories
top_1,history
top_4,religion
top_5,biography
top_1,manga
top_2,fantasy
top_3,comics
top_4,graphic novels
top_5,mangas
top_1,حوجن
top_2,روايات
top_3,arabic
top_5,arabic-books
top_1,mystery
top_2,fantasy
top_3,paranormal
top_4,urban-fantasy
top_2,mystery
top_3,contemporary
top_4,adult
top_5,adult-fiction
top_1,romance
top_2,james-patterson
top_3,young adult
top_5,young adult
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_2,adoption
top_3,history
top_4,biography-memoir
top_5,read-2014
top_1,mystery
top_3,thriller
top_4,suspense
top_5,contemporary
top_1,james-patterson
top_2,mystery
top_4,thriller
top_5,patterson
top_2,tom-clancy
top_3,jack-ryan
top_4,thriller
top_5,clancy
top_1,historical-fiction
top_3,bookclub
top_4,slavery
top_5,audio
top_1,graphic novels
top_2,graphic-novel
top_4,history
top_1,historical-fiction
top_3,holocaust
top_4,wwii
top_5,historical
top_1,mystery
top_3,thriller
top_4,audio
top_5,crime
top_1,romance
top_2,chick-lit
top_4,contemporary-romance
top_5,audio
top_1,chick-lit
top_3,romance
top_4,jane-green
top_5,women-s-fiction
top_1,historical-fiction
top_3,mystery
top_4,historical
top_5,audio
top_1,contemporary
top_2,young adult
top_3,young adult
top_4,romance
top_5,read-in-2015
top_3,young adult
top_4,memoir
top_5,biography
top_2,audio
top_3,first-reads
top_4,contemporary
top_5,contemporary-fiction
top_1,graphic novels
top_2,comics
top_3,graphic-novel
top_4,fantasy
top_5,science fiction
top_1,mystery
top_2,janet-evanovich
top_4,humor
top_5,stephanie-plum
top_1,urban-fantasy
top_2,fantasy
top_3,paranormal
top_4,vampires
top_5,magic
top_2,photography
top_4,art
top_5,new-york
top_2,contemporary
top_3,audio
top_4,contemporary-fiction
top_5,read-in-2015
top_1,graphic-novel
top_2,superheroes
top_3,comics-graphic-novels
top_4,graphic novels
top_5,comics-and-graphic-novels
top_1,mystery
top_2,john-sandford
top_3,crime
top_4,lucas-davenport
top_5,sandford
top_2,romance
top_3,chick-lit
top_4,contemporary-fiction
top_5,contemporary
top_2,self-help
top_3,audio
top_4,audible
top_1,historical
top_2,adult-fiction
top_3,historical-fiction
top_4,adult
top_5,audio-books
top_1,fantasy
top_2,young adult
top_3,romance
top_4,young adult
top_5,retellings
top_2,contemporary
top_3,literary-fiction
top_4,feminism
top_5,adult
top_2,literary-fiction
top_3,fairy-tales
top_4,adult
top_5,adult-fiction
top_1,manga
top_2,fantasy
top_3,graphic novels
top_4,comics
top_5,supernatural
top_1,fantasy
top_2,young adult
top_3,romance
top_4,young adult
top_5,magic
top_1,paranormal
top_2,urban-fantasy
top_3,romance
top_4,fantasy
top_5,romance
top_1,mystery
top_3,thriller
top_4,mystery
top_5,suspense
top_2,thriller
top_3,mystery
top_4,horror
top_5,crime
top_1,james-patterson
top_2,michael-bennett
top_3,audio
top_4,patterson-james
top_5,michael-bennett-series
top_1,fantasy
top_2,young adult
top_3,dragons
top_4,young adult
top_5,romance
top_1,memoir
top_3,memoirs
top_5,biography
top_1,historical-fiction
top_3,historical
top_4,china
top_5,audio
top_1,young adult
top_2,christmas
top_3,anthology
top_4,read-in-2015
top_1,short-stories
top_3,humor
top_4,audio
top_5,comedy
top_2,humor
top_3,memoir
top_5,comedy
top_2,young adult
top_3,mystery
top_4,young adult
top_5,thriller
top_1,horror
top_3,mystery
top_4,thriller
top_5,paranormal
top_1,romance
top_2,fantasy
top_3,paranormal
top_4,romance
top_1,horror
top_3,science fiction
top_4,science fiction
top_5,zombies
top_2,romance
top_3,chick-lit
top_4,contemporary
top_5,classics
top_1,children
top_2,children
top_3,children
top_4,picture-books
top_5,children
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,paranormal
top_5,magic
top_2,thriller
top_3,mystery
top_4,crime
top_5,suspense
top_1,science fiction
top_2,read-in-2015
top_3,adventure
top_4,science
top_5,adult
top_2,contemporary
top_3,mental-health
top_4,mental-illness
top_5,young adult
top_1,picture-books
top_2,children
top_3,children
top_4,children
top_5,children
top_1,fantasy
top_2,fantasy
top_4,fantasy
top_5,audible
top_1,mystery
top_2,crime
top_3,contemporary
top_5,young adult
top_2,science
top_4,environment
top_5,biology
top_1,fantasy
top_3,young adult
top_4,magic
top_5,young adult
top_1,historical-fiction
top_3,historical
top_4,audio
top_5,adult-fiction
top_2,historical-fiction
top_3,war
top_4,russia
top_5,literary-fiction
top_2,contemporary
top_3,chick-lit
top_4,contemporary-fiction
top_5,family
top_1,science fiction
top_2,science fiction
top_4,horror
top_5,fantasy
top_1,new-adult
top_2,romance
top_3,contemporary
top_4,abbi-glines
top_5,contemporary-romance
top_1,crime
top_2,mystery
top_4,thriller
top_5,jo-nesbo
top_2,read-in-2015
top_3,contemporary
top_4,adult-fiction
top_5,literary-fiction
top_1,fantasy
top_3,fantasy
top_4,fantasy
top_5,adult
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,romance
top_5,dystopian
top_2,science fiction
top_3,science fiction
top_4,dystopian
top_5,dystopian
top_2,historical-fiction
top_3,jeffrey-archer
top_4,mystery
top_5,audio
top_1,manga
top_2,romance
top_3,mangas
top_4,graphic novels
top_5,comedy
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,romance
top_5,magic
top_1,memoir
top_2,feminism
top_3,humor
top_4,memoirs
top_5,essays
top_2,horror
top_3,mystery
top_4,science fiction
top_5,thriller
top_1,historical-fiction
top_3,historical
top_4,titanic
top_5,romance
top_2,mystery
top_3,thriller
top_4,crime
top_5,suspense
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,read-in-2016
top_5,young adult
top_2,literary-fiction
top_3,art
top_4,contemporary
top_5,contemporary-fiction
top_1,historical-fiction
top_3,mystery
top_4,historical
top_5,new-york
top_1,historical-fiction
top_3,thriller
top_4,history
top_5,mystery
top_1,classics
top_2,mystery
top_3,historical-fiction
top_4,classics
top_5,romance
top_1,horror
top_2,thriller
top_3,mystery
top_5,suspense
top_1,fantasy
top_3,science fiction
top_4,science fiction
top_5,dystopian
top_2,contemporary
top_3,chick-lit
top_4,read-in-2015
top_5,adult
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,contemporary-romance
top_5,music
top_2,fantasy
top_3,david-gemmell
top_4,heroic-fantasy
top_5,fantasy
top_1,fantasy
top_2,warriors
top_3,animals
top_5,young adult
top_2,business
top_3,finance
top_4,economics
top_5,history
top_2,mystery
top_3,magical-realism
top_4,adult-fiction
top_5,literary-fiction
top_2,humor
top_3,german
top_4,contemporary
top_5,humour
top_1,classics
top_3,historical-fiction
top_4,mystery
top_5,gothic
top_1,science fiction
top_2,science fiction
top_3,fantasy
top_4,dystopian
top_5,young adult
top_1,urban-fantasy
top_2,fantasy
top_3,paranormal
top_4,werewolves
top_5,vampires
top_2,contemporary
top_3,science fiction
top_4,read-in-2015
top_5,science fiction
top_1,fantasy
top_2,young adult
top_3,contemporary
top_4,paranormal
top_5,romance
top_1,romance
top_2,romance
top_3,sherrilyn-kenyon
top_4,paranormal
top_5,science fiction
top_2,rory-gilmore-reading-challenge
top_3,short-stories
top_4,horror
top_5,rory-gilmore-challenge
top_1,young adult
top_2,paranormal
top_3,fantasy
top_4,young adult
top_5,chronicles-of-nick
top_1,fantasy
top_2,steampunk
top_4,fantasy
top_5,sword-and-laser
top_1,fantasy
top_2,paranormal
top_3,horror
top_4,vampires
top_5,supernatural
top_2,mystery
top_3,contemporary
top_4,read-in-2015
top_5,adult-fiction
top_2,thriller
top_3,daniel-silva
top_4,mystery
top_5,espionage
top_1,new-adult
top_2,romance
top_3,abbi-glines
top_4,contemporary
top_5,rosemary-beach
top_1,young adult
top_3,adventure
top_4,survival
top_5,realistic-fiction
top_2,romance
top_3,chick-lit
top_4,contemporary
top_5,adult
top_2,mystery
top_3,dutch
top_4,contemporary
top_5,thriller
top_2,contemporary
top_3,adult
top_4,adult-fiction
top_5,contemporary-fiction
top_2,memoir
top_3,feminism
top_4,business
top_1,romance
top_2,romance
top_3,historical
top_4,historical-fiction
top_5,regency
top_2,young adult
top_3,audio
top_4,coming-of-age
top_5,contemporary-fiction
top_1,fantasy
top_2,middle-grade
top_3,fairy-tales
top_4,the-land-of-stories
top_5,land-of-stories
top_2,self-help
top_4,psychology
top_5,memoir
top_1,mystery
top_2,crime
top_4,thriller
top_5,jo-nesbo
top_2,anthology
top_3,anthologies
top_4,science fiction
top_5,fantasy
top_1,classics
top_2,children
top_3,children
top_4,children
top_5,children
top_1,business
top_2,business
top_3,business
top_5,business
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,contemporary-romance
top_5,erotica
top_1,horror
top_3,thriller
top_4,science fiction
top_5,netgalley
top_1,young adult
top_2,fantasy
top_3,magical-realism
top_4,young adult
top_1,young adult
top_2,romance
top_3,contemporary
top_4,young adult
top_5,realistic-fiction
top_1,urban-fantasy
top_2,fantasy
top_3,paranormal
top_4,vampires
top_5,kim-harrison
top_1,business
top_4,economics
top_5,science
top_1,science fiction
top_2,science fiction
top_4,mystery
top_5,science fiction
top_1,fantasy
top_3,short-stories
top_4,novella
top_5,fantasy
top_1,short-stories
top_3,war
top_4,military
top_1,historical-fiction
top_3,historical
top_4,bookclub
top_5,audio
top_1,mary-higgins-clark
top_2,mystery
top_4,suspense
top_5,mystery-suspense
top_1,mystery
top_2,janet-evanovich
top_4,humor
top_5,crime
top_2,historical-fiction
top_3,audio
top_4,historical
top_5,adult
top_2,medicine
top_3,science
top_5,memoir
top_1,mystery
top_3,thriller
top_4,crime
top_5,kay-scarpetta
top_1,science fiction
top_2,science fiction
top_4,horror
top_5,fantasy
top_2,italy
top_3,historical-fiction
top_4,italian
top_5,read-in-2016
top_1,food
top_3,audio
top_4,romance
top_5,foodie
top_1,historical-fiction
top_3,historical
top_4,war
top_5,wwii
top_2,ballet
top_3,dance
top_4,literary-fiction
top_5,audio
top_1,historical-fiction
top_3,holocaust
top_4,wwii
top_5,history
top_1,mystery
top_2,thriller
top_3,karin-slaughter
top_4,crime
top_1,fantasy
top_2,young adult
top_3,time-travel
top_4,young adult
top_5,historical-fiction
top_1,young adult
top_2,contemporary
top_3,young adult
top_4,mental-illness
top_5,romance
top_1,romance
top_2,romantic-suspense
top_3,mystery
top_5,suspense
top_1,fantasy
top_2,mythology
top_3,rick-riordan
top_4,young adult
top_5,short-stories
top_1,young adult
top_2,mystery
top_3,contemporary
top_4,young adult
top_5,romance
top_1,christianity
top_2,christianity
top_4,historical-fiction
top_5,romance
top_2,chick-lit
top_3,elin-hilderbrand
top_4,romance
top_5,beach-reads
top_1,business
top_4,creativity
top_5,business
top_2,essays
top_4,psychology
top_5,memoir
top_1,graphic novels
top_2,comics
top_3,fantasy
top_4,graphic-novel
top_5,young adult
top_1,fantasy
top_3,fantasy
top_4,brandon-sanderson
top_5,fantasy
top_1,david-baldacci
top_2,thriller
top_4,mystery
top_5,baldacci
top_1,historical-fiction
top_3,audio
top_4,romance
top_5,chick-lit
top_1,fantasy
top_3,mystery
top_4,urban-fantasy
top_5,science fiction
top_1,young adult
top_2,young adult
top_3,contemporary
top_4,romance
top_5,realistic-fiction
top_1,contemporary
top_3,read-in-2015
top_4,chick-lit
top_5,adult
top_1,mystery
top_2,thriller
top_4,pendergast
top_5,crime
top_1,lgbtq
top_2,young adult
top_3,contemporary
top_4,romance
top_5,lgbtq
top_1,children
top_2,children
top_3,children
top_4,children
top_5,disney
top_1,children
top_2,children
top_3,children
top_4,children
top_5,disney
top_1,children
top_2,children
top_3,disney
top_4,children
top_5,children
top_1,horror
top_3,thriller
top_4,dystopian
top_5,dystopian
top_1,classics
top_2,short-stories
top_3,horror
top_5,classics
top_2,canadian
top_3,contemporary
top_4,canada
top_5,literary-fiction
top_2,first-reads
top_3,contemporary
top_4,literary-fiction
top_5,contemporary-fiction
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,retellings
top_5,magic
top_1,fantasy
top_2,young adult
top_3,romance
top_4,young adult
top_5,read-in-2015
top_1,chick-lit
top_2,romance
top_4,contemporary
top_5,chicklit
top_1,children
top_2,picture-books
top_3,children
top_4,children
top_5,children
top_1,young adult
top_2,fantasy
top_3,dystopian
top_4,romance
top_5,dystopian
top_1,urban-fantasy
top_2,paranormal
top_3,romance
top_4,fantasy
top_5,romance
top_1,economics
top_3,history
top_4,politics
top_2,historical-fiction
top_3,literary-fiction
top_4,audio
top_5,adult-fiction
top_2,historical-fiction
top_3,afghanistan
top_4,contemporary
top_5,middle-east
top_2,business
top_3,business
top_4,self-help
top_5,self-help
top_1,young adult
top_2,contemporary
top_3,romance
top_4,young adult
top_5,read-in-2015
top_1,young adult
top_2,dystopian
top_4,divergent
top_5,science fiction
top_1,mystery
top_3,michael-connelly
top_4,crime
top_5,thriller
top_2,business
top_3,self-help
top_5,self-help
top_2,historical-fiction
top_3,jeffrey-archer
top_4,audio
top_5,clifton-chronicles
top_1,young adult
top_2,romance
top_3,contemporary
top_4,young adult
top_5,novella
top_1,mystery
top_2,romance
top_3,j-d-robb
top_4,jd-robb
top_5,in-death-series
top_1,james-patterson
top_2,mystery
top_4,women-s-murder-club
top_5,patterson
top_1,mystery
top_3,thriller
top_4,lisa-scottoline
top_5,suspense
top_2,japan
top_3,japanese
top_4,contemporary
top_5,murakami
top_1,graphic novels
top_2,memoir
top_3,graphic-novel
top_1,graphic novels
top_2,graphic-novel
top_3,fantasy
top_5,comics-graphic-novels
top_2,science
top_4,humor
top_5,humour
top_1,young adult
top_2,young adult
top_4,fantasy
top_5,contemporary
top_2,chick-lit
top_3,dorothea-benton-frank
top_4,southern
top_5,audio
top_1,chick-lit
top_3,chicklit
top_4,read-in-2015
top_5,contemporary
top_1,young adult
top_2,romance
top_3,dystopian
top_4,young adult
top_5,dystopian
top_1,picture-books
top_2,children
top_3,children
top_4,children
top_5,children
top_1,young adult
top_2,young adult
top_3,science fiction
top_4,science fiction
top_5,lgbtq
top_1,james-patterson
top_2,alex-cross
top_3,mystery
top_5,thriller
top_1,romance
top_2,erotica
top_3,contemporary-romance
top_4,contemporary
top_5,adult
top_1,historical-fiction
top_3,historical
top_4,lgbtq
top_5,romance
top_1,fantasy
top_2,fantasy
top_4,flintlock-fantasy
top_5,magic
top_2,young adult
top_3,middle-grade
top_4,contemporary
top_5,short-stories
top_2,contemporary
top_3,chick-lit
top_4,contemporary-fiction
top_5,heather-gudenkauf
top_1,dystopian
top_2,science fiction
top_4,post-apocalyptic
top_5,science fiction
top_2,politics
top_4,history
top_5,technology
top_1,mystery
top_2,tess-gerritsen
top_3,thriller
top_4,crime
top_2,fantasy
top_3,fantasy
top_4,robin-hobb
top_5,fantasy
top_2,mystery
top_3,audio
top_4,suspense
top_5,diane-chamberlain
top_1,contemporary
top_2,romance
top_4,chick-lit
top_5,contemporary-fiction
top_1,young adult
top_2,romance
top_3,dystopian
top_4,young adult
top_5,read-in-2016
top_1,young adult
top_2,if-i-stay
top_3,romance
top_5,my-books
top_1,graphic novels
top_2,graphic-novel
top_3,young adult
top_4,young adult
top_5,comics
top_1,science fiction
top_2,science fiction
top_4,horror
top_5,science fiction
top_1,young adult
top_2,contemporary
top_3,romance
top_4,young adult
top_5,read-in-2015
top_2,feminism
top_3,essays
top_5,feminist
top_1,poetry
top_2,شعر
top_3,poetry
top_4,persian
top_5,classics
top_2,literary-fiction
top_3,contemporary
top_4,audio
top_5,read-in-2015
top_1,mystery
top_3,read-in-2015
top_4,crime
top_5,contemporary
top_1,david-baldacci
top_2,thriller
top_4,mystery
top_5,baldacci
top_1,science fiction
top_2,science fiction
top_4,science fiction
top_5,science fiction
top_2,fantasy
top_3,science fiction
top_4,dystopian
top_5,dystopian
top_2,mystery
top_3,contemporary
top_4,read-in-2015
top_5,crime
top_2,politics
top_3,biography
top_5,memoir
top_1,audio
top_3,read-in-2016
top_4,contemporary-fiction
top_5,young adult
top_1,children
top_2,short-stories
top_3,persian
top_4,novel
top_5,داستان-کوتاه
top_2,humor
top_3,humour
top_4,contemporary
top_5,historical-fiction
top_1,mystery
top_2,chick-lit
top_3,contemporary
top_4,adult
top_5,read-in-2017
top_1,fantasy
top_2,young adult
top_3,young adult
top_5,magic
top_1,fantasy
top_2,young adult
top_3,romance
top_4,young adult
top_5,read-in-2016
top_2,contemporary
top_3,read-in-2015
top_4,contemporary-fiction
top_5,adult-fiction
top_1,urban-fantasy
top_2,paranormal
top_3,fantasy
top_4,romance
top_5,romance
top_1,young adult
top_2,science fiction
top_3,young adult
top_4,adventure
top_5,dnf
top_2,mystery
top_3,thrillers
top_4,suspense
top_5,thriller
top_1,historical-fiction
top_3,anthropology
top_4,historical
top_5,audio
top_2,read-in-2015
top_3,contemporary
top_4,literary-fiction
top_5,read-in-2016
top_1,lgbtq
top_2,stand-alone
top_3,teen
top_4,read-in-2016
top_5,read-2015
top_2,horror
top_3,humor
top_4,mystery
top_5,thriller
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,dystopian
top_1,children
top_2,children
top_3,picture-books
top_4,children
top_5,children
top_1,romance
top_2,erotica
top_3,meredith-wild
top_4,bdsm
top_5,contemporary-romance
top_1,mystery
top_3,crime
top_4,mystery
top_5,mystery
top_1,chick-lit
top_2,romance
top_4,mary-kay-andrews
top_5,audio
top_2,horror
top_3,mystery
top_4,crime
top_5,audio
top_2,memoir
top_3,true-crime
top_5,biography
top_1,science fiction
top_2,young adult
top_3,science fiction
top_4,young adult
top_1,picture-books
top_2,children
top_3,children
top_4,children
top_5,children
top_1,new-adult
top_2,dark
top_3,romance
top_4,contemporary
top_5,college
top_1,urban-fantasy
top_2,fantasy
top_3,paranormal
top_4,romance
top_5,werewolves
top_1,romance
top_2,young adult
top_3,contemporary
top_4,young adult
top_5,new-adult
top_1,romance
top_2,contemporary
top_3,young adult
top_4,young adult
top_5,chick-lit
top_3,science
top_4,psychology
top_5,sociology
top_2,fantasy
top_3,science fiction
top_4,science fiction
top_5,literary-fiction
top_1,young adult
top_2,contemporary
top_3,romance
top_4,read-in-2015
top_5,young adult
top_1,young adult
top_2,dystopian
top_3,science fiction
top_4,science fiction
top_5,dystopian
top_1,young adult
top_2,fantasy
top_3,science fiction
top_4,young adult
top_5,science fiction
top_1,mystery
top_2,mystery
top_4,louise-penny
top_5,canada
top_1,fantasy
top_2,young adult
top_4,magic
top_5,young adult
top_1,mystery
top_3,thriller
top_4,suspense
top_5,mystery
top_1,mystery
top_3,thriller
top_4,mystery
top_5,crime
top_1,manga
top_2,graphic novels
top_3,fantasy
top_4,mangas
top_5,comics
top_1,fantasy
top_2,urban-fantasy
top_3,paranormal
top_4,vampires
top_5,shifters
top_1,picture-books
top_2,children
top_3,children
top_4,humor
top_5,children
top_1,graphic novels
top_2,comics
top_3,fantasy
top_4,graphic-novel
top_5,comics-graphic-novels
top_1,mystery
top_2,sandra-brown
top_3,romantic-suspense
top_4,romance
top_5,suspense
top_2,history
top_4,adventure
top_5,survival
top_1,fantasy
top_2,young adult
top_4,young adult
top_5,dystopian
top_1,horror
top_3,mystery
top_4,thriller
top_5,crime
top_1,thriller
top_3,jack-reacher
top_4,mystery
top_5,crime
top_2,contemporary
top_3,humor
top_4,audio
top_5,bookclub
top_1,romance
top_2,contemporary
top_3,jamie-mcguire
top_4,contemporary-romance
top_5,read-in-2015
top_1,graphic novels
top_2,comics
top_3,graphic-novel
top_4,young adult
top_5,young adult
top_1,philosophy
top_3,self-help
top_4,business
top_5,self-help
top_1,young adult
top_2,contemporary
top_3,lgbtq
top_4,young adult
top_5,romance
top_2,romance
top_3,contemporary
top_4,my-books
top_5,روايات
top_2,chick-lit
top_3,contemporary
top_4,romance
top_5,humor
top_1,poetry
top_2,memoir
top_4,young adult
top_5,middle-grade
top_1,young adult
top_2,mystery
top_3,young adult
top_4,contemporary
top_5,thriller
top_1,urban-fantasy
top_2,fantasy
top_3,paranormal
top_4,romance
top_5,magic
top_2,humor
top_3,memoir
top_5,memoirs
top_2,feminism
top_4,essays
top_5,memoir
top_1,poetry
top_2,romance
top_3,poems
top_4,lang-leav
top_5,contemporary
top_1,fantasy
top_2,urban-fantasy
top_3,mystery
top_5,crime
top_2,memoir
top_4,biography
top_5,nature
top_1,fantasy
top_2,young adult
top_3,romance
top_4,young adult
top_5,2015-releases
top_1,manga
top_2,horror
top_3,graphic novels
top_4,fantasy
top_5,comics
top_1,historical-fiction
top_3,historical
top_4,mystery
top_5,fantasy
top_3,medicine
top_4,science
top_5,health
top_1,romance
top_2,contemporary-romance
top_3,contemporary
top_4,new-adult
top_5,christina-lauren
top_1,fantasy
top_2,urban-fantasy
top_3,paranormal
top_4,vampires
top_5,shifters
top_1,dark
top_2,erotica
top_3,romance
top_4,dark-romance
top_5,bdsm
top_1,young adult
top_2,romance
top_3,young adult
top_4,contemporary
top_5,abuse
top_1,fantasy
top_2,young adult
top_4,magic
top_5,young adult
top_1,manga
top_2,classics
top_3,graphic novels
top_4,netgalley
top_5,graphic-novel
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,contemporary-romance
top_5,forbidden-love
top_1,graphic novels
top_2,horror
top_3,graphic-novel
top_4,comics
top_5,young adult
top_1,graphic novels
top_2,comics
top_3,graphic-novel
top_4,fantasy
top_3,memoir
top_4,death
top_5,science
top_1,fantasy
top_2,young adult
top_3,young adult
top_4,dystopian
top_5,romance
top_1,diary-of-a-wimpy-kid
top_2,humor
top_4,middle-grade
top_5,children
top_2,humor
top_3,memoir
top_4,biography
top_2,contemporary
top_3,literary-fiction
top_4,contemporary-fiction
top_5,read-in-2015
top_2,contemporary
top_3,romance
top_4,read-in-2015
top_5,contemporary-fiction
top_2,humor
top_3,contemporary
top_4,chuck-palahniuk
top_5,palahniuk
top_2,audio
top_3,contemporary
top_4,contemporary-fiction
top_5,read-in-2015
top_1,young adult
top_2,romance
top_3,dystopian
top_4,young adult
top_5,dystopian
top_1,fantasy
top_2,young adult
top_3,dystopian
top_5,young adult
top_1,young adult
top_2,contemporary
top_3,romance
top_4,read-in-2015
top_5,realistic-fiction
top_1,short-stories
top_3,fantasy
top_4,canadian
top_5,read-in-2015
top_1,science fiction
top_3,science fiction
top_4,science fiction
top_5,science fiction
top_1,memoirs
top_2,read-in-2015
top_3,biography-memoir
top_5,autobiography
top_2,mystery
top_3,thriller
top_4,legal-thriller
top_5,audio
top_1,mystery
top_2,john-sandford
top_4,crime
top_5,virgil-flowers
top_2,history
top_4,military
top_5,war
top_2,italy
top_3,italian
top_4,historical-fiction
top_5,read-in-2016
top_1,young adult
top_2,dystopian
top_3,science fiction
top_4,fantasy
top_5,dystopian
top_2,magical-realism
top_3,fantasy
top_4,chick-lit
top_5,romance
top_2,science fiction
top_3,science fiction
top_4,netgalley
top_5,aliens
top_2,polish
top_3,polish-literature
top_4,books
top_5,magic
top_2,fantasy
top_3,short-stories
top_4,japan
top_5,magical-realism
top_2,science fiction
top_3,science fiction
top_4,dystopian
top_5,dystopian
top_1,fantasy
top_3,robin-hobb
top_4,fantasy
top_5,fantasy
top_1,fantasy
top_2,middle-grade
top_3,young adult
top_4,magic
top_5,young adult
top_2,spirituality
top_3,religion
top_4,philosophy
top_5,psychology
top_1,fantasy
top_2,young adult
top_3,magic
top_4,romance
top_2,historical-fiction
top_3,audio
top_4,literary-fiction
top_5,historical
top_1,business
top_3,startup
top_4,startups
top_5,economics
top_2,biography
top_4,memoir
top_5,african-american
top_1,thriller
top_3,contemporary
top_4,mystery
top_5,adult
top_1,thriller
top_3,mystery
top_4,suspense
top_5,mystery
top_1,fantasy
top_3,narnia
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,read-in-2015
top_1,mystery
top_2,historical-fiction
top_4,mystery
top_5,audio
top_1,graphic novels
top_2,graphic-novel
top_3,young adult
top_4,comics
top_5,young adult
top_1,poetry
top_4,race
top_5,essays
top_2,ireland
top_3,historical-fiction
top_4,irish
top_5,literary-fiction
top_1,realistic-fiction
top_2,middle-grade
top_4,children
top_5,young adult
top_2,history
top_3,business
top_5,technology
top_1,christmas
top_3,chick-lit
top_4,elin-hilderbrand
top_5,romance
top_1,historical-fiction
top_3,historical
top_4,wwii
top_5,war
top_2,memoir
top_3,humor
top_5,biography
top_1,thriller
top_3,mystery
top_4,suspense
top_5,first-reads
top_3,memoir
top_4,north-korea
top_5,history
top_1,romance
top_2,chetan-bhagat
top_4,indian-authors
top_5,indian
top_2,mystery
top_3,thriller
top_4,read-in-2015
top_5,crime
top_1,kristen-ashley
top_2,romance
top_3,bikers
top_4,mc
top_5,contemporary-romance
top_2,historical-fiction
top_3,read-in-2016
top_4,adult
top_5,read-in-2017
top_2,historical-fiction
top_3,crime
top_4,literary-fiction
top_5,man-booker
top_1,young adult
top_2,fantasy
top_3,young adult
top_4,contemporary
top_1,fantasy
top_2,graphic novels
top_3,fairy-tales
top_4,young adult
top_2,netgalley
top_3,adult
top_4,family
top_5,2015-reads
top_1,romance
top_2,new-adult
top_3,contemporary
top_4,read-in-2015
top_5,young adult
top_3,memoir
top_4,social-justice
top_5,politics
top_1,horror
top_3,thriller
top_4,read-in-2015
top_5,mystery
top_3,memoir
top_4,biography
top_5,music
top_1,new-adult
top_2,romance
top_3,contemporary
top_4,read-in-2015
top_5,young adult
top_1,graphic novels
top_2,comics
