"book_id","goodreads_book_id","isbn","authors","title","average_rating","ratings_count","work_ratings_count","work_text_reviews_count","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","top_1","top_2","top_3","top_4","top_5"
8682,110871,"140449442","Émile Zola, Robin Buss","Thérèse Raquin",3.71,10734,14432,1079,436,1231,3933,5378,3454,"classics","fiction","french","france","french-literature"
8683,10209997,"307394999","Chris Bohjalian","The Night Strangers",3.16,12907,13930,2668,1051,2602,4937,3726,1614,"horror","fiction","mystery","paranormal","thriller"
8685,28965131,"125011117X","Sarah Pinborough","Behind Her Eyes",3.77,17944,21613,5003,658,1876,5082,8228,5769,"thriller","mystery","fiction","read-in-2017","botm"
8686,129798,"486437507","Robert W. Chambers, E.F. Bleiler","The King in Yellow and Other Horror Stories",3.57,5719,11971,1148,236,1170,4269,4170,2126,"horror","fiction","short-stories","fantasy","classics"
8687,77427,"393307611","Patrick O'Brian","H.M.S. Surprise",4.42,10513,12308,489,19,107,1137,4490,6555,"historical-fiction","fiction","historical","adventure","aubrey-maturin"
8688,665,"451163931","Ayn Rand, Nathaniel Branden","The Virtue of Selfishness: A New Concept of Egoism",3.47,10198,10682,433,1337,1071,2463,2837,2974,"philosophy","non-fiction","non-fiction","politics","fiction"
8689,2449962,"778325504","Debbie Macomber","Twenty Wishes (Blossom Street, #5)",4.16,12324,13481,1099,88,393,2471,4886,5643,"debbie-macomber","romance","fiction","chick-lit","macomber-debbie"
8690,3479967,"670020575","Joseph Boyden","Through Black Spruce",4.11,10305,11071,788,125,368,1769,4660,4149,"fiction","canadian","canada","historical-fiction","canlit"
8691,6928893,"312571259","Susan  Wilson","One Good Dog",4.07,10379,11712,1576,137,387,2160,4843,4185,"fiction","animals","dogs","audio","dog-books"
8692,15050,"802135781","Jeanette Winterson","Sexing the Cherry",3.83,10450,12017,724,257,850,3024,4455,3431,"fiction","fantasy","magical-realism","historical-fiction","lgbtq"
8693,6674372,"312576986","Randy Susan Meyers","The Murderer's Daughters",3.68,10567,12410,1240,179,903,4066,4832,2430,"fiction","mystery","contemporary","first-reads","family"
8694,1158706,"399154701","J.D. Robb","Strangers in Death (In Death, #26)",4.29,15651,17476,619,47,229,2573,6463,8164,"mystery","j-d-robb","jd-robb","in-death-series","in-death"
8695,10929432,"1423157311","Victoria Schwab","The Archived (The Archived, #1)",4.02,16580,18048,3455,370,810,3282,7157,6429,"fantasy","young adult","young adult","horror","2013-release"
8696,251446,"802130917","David Mamet","Glengarry Glen Ross",3.95,11636,11958,311,349,801,2290,4231,4287,"plays","drama","play","fiction","theatre"
8697,10506,"156030373","Umberto Eco","The Island of the Day Before",3.43,9723,11448,515,519,1529,3834,3592,1974,"literature","fantasy","fiction","philosophy","classics"
8698,25332115,"1250077699","Ruth Wariner","The Sound of Gravel",4.15,12045,14113,2021,241,429,1996,5738,5709,"non-fiction","memoir","non-fiction","memoirs","biography"
8699,194870,"072324734X","Beatrix Potter","The Complete Adventures of Peter Rabbit",4.46,13271,13387,48,84,261,1563,2977,8502,"classics","children","children","children","children"
8700,1275105,"606300538","Charles M. Schulz","A Charlie Brown Christmas",4.48,11639,13889,241,226,295,1401,2629,9338,"christmas","children","children","picture-books","classics"
8701,280958,"9509051373","Frank Miller","Sin City: Una Dura Despedida, #1 de 3",4.21,9115,9116,4,195,366,1301,2761,4493,"graphic novels","graphic-novel","graphic-novels-comics","fiction","comic"
8702,3115070,"425223256","Nalini Singh","Hostage to Pleasure (Psy-Changeling, #5)",4.22,19705,21672,993,89,475,3419,8180,9509,"paranormal","romance","nalini-singh","fantasy","romance"
8703,385255,"743254430","Adrian Nicole LeBlanc","Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",4.23,9053,9581,1261,124,329,1314,3235,4579,"non-fiction","non-fiction","sociology","memoir","biography"
8704,42641,"735102864","Leo Tolstoy, Louise Maude, Aylmer Maude","Resurrection",4.1,9482,11905,677,146,543,2146,4268,4802,"classics","fiction","russian-literature","russian","literature"
8705,8643407,"1439134340","Larry Correia","Hard Magic (Grimnoir Chronicles, #1)",4.13,10808,11947,985,228,425,1801,4582,4911,"fantasy","urban-fantasy","fiction","steampunk","audible"
8706,6878614,"1847376177","John Sandford","Storm Prey (Lucas Davenport, #20)",4.15,11566,13962,799,63,297,2423,5948,5231,"john-sandford","fiction","thriller","crime","mystery"
8707,214333,"310240506","Lee Strobel","The Case for a Creator: A Journalist Investigates Scientific Evidence That Points Toward God",4.1,9216,9689,342,303,422,1535,3124,4305,"christianity","non-fiction","apologetics","religion","science"
8708,11737387,"1937007294","Benedict Jacka","Fated (Alex Verus, #1)",3.89,12609,14854,1203,196,629,3539,6761,3729,"urban-fantasy","fantasy","magic","paranormal","fiction"
8709,16077150,"755358783","Maggie O'Farrell","Instructions for a Heatwave",3.62,9071,11634,1552,213,950,3737,4920,1814,"fiction","historical-fiction","ireland","contemporary","read-in-2013"
8710,12022496,"345505719","Jonathan Kellerman","Victims (Alex Delaware, #27)",3.94,10482,12555,839,85,467,3165,5245,3593,"mystery","jonathan-kellerman","fiction","alex-delaware","crime"
8711,21530229,"345543122","Janet Evanovich, Lee Goldberg","The Job (Fox and O'Hare, #3)",3.95,11337,14296,1361,76,460,3608,6117,4035,"mystery","janet-evanovich","fiction","humor","crime"
8712,25222064,"1419717014","Jeff Kinney","Old School (Diary of a Wimpy Kid, #10)",4.28,11836,18154,1867,413,625,2442,4590,10084,"diary-of-a-wimpy-kid","humor","middle-grade","fiction","children"
8714,751635,"786813075","Sharon G. Flake","The Skin I'm In",4.13,9634,10873,1397,153,492,1979,3377,4872,"young adult","young adult","realistic-fiction","fiction","african-american"
8715,16065538,"006178480X","James Rollins","The Eye of God (Sigma Force #9)",4.11,9389,12423,1012,89,366,2194,5236,4538,"thriller","fiction","james-rollins","adventure","sigma-force"
8716,28922,"571225365","Kazuo Ishiguro","An Artist of the Floating World",3.72,10430,12710,1012,127,773,3937,5547,2326,"fiction","japan","historical-fiction","literature","japanese"
8717,1528410,"802118585","Pascal Mercier, Barbara Harshav","Night Train to Lisbon",3.7,7838,11939,1316,578,1207,2748,4069,3337,"fiction","philosophy","literature","portugal","german"
8718,18052985,"62240196","Tessa Dare","Romancing the Duke (Castles Ever After, #1)",3.91,15558,17707,2043,451,870,3966,6938,5482,"romance","romance","historical","historical-fiction","regency"
8719,25176,"451410815","Martha Grimes","The Man With a Load of Mischief (Richard Jury, #1)",4.01,11947,12431,385,230,488,2547,4824,4342,"mystery","mystery","fiction","crime","martha-grimes"
8720,11714997,"1463756976","Jessica Sorensen","The Underworld (Fallen Star, #2)",4.12,11604,13910,477,152,512,2572,4966,5708,"paranormal","fantasy","young adult","romance","young adult"
8721,2372,"743262131","David McCullough","The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",4.19,9349,11891,1052,118,329,1796,4567,5081,"non-fiction","history","non-fiction","american-history","historical"
8722,26116430,"62277022","Louise Erdrich","LaRose",3.86,9136,11302,1863,268,718,2539,4524,3253,"fiction","native-american","literary-fiction","contemporary","read-in-2016"
8723,17978144,"1620402750","Lucie Whitehouse","Before We Met",3.43,7826,10533,1113,310,1298,3978,3435,1512,"mystery","fiction","thriller","suspense","read-in-2014"
8724,2187270,"61256684","The Waiter, Steve Dublanica","Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter",3.49,10341,12012,1654,350,1333,4338,4034,1957,"non-fiction","memoir","non-fiction","humor","food"
8725,15728721,"385366434","Kevin Hearne","Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",4.2,11562,13475,516,20,203,2280,5577,5395,"urban-fantasy","fantasy","fiction","paranormal","magic"
8726,296264,"543896609","Robert Louis Stevenson","The Black Arrow",3.81,12298,13696,404,194,852,4010,4965,3675,"classics","historical-fiction","fiction","adventure","classics"
8727,7997069,"399157239","Tom Clancy, Grant Blackwood","Dead or Alive (Jack Ryan Universe, #13)",3.79,10644,12697,974,259,866,3450,4873,3249,"fiction","tom-clancy","thriller","clancy","audible"
8728,563458,"671729403","V.C. Andrews","Fallen Hearts (Casteel, #3)",3.89,12450,12873,112,133,880,3550,3980,4330,"fiction","vc-andrews","young adult","v-c-andrews","horror"
8729,185289,"756403014","Melanie Rawn","Dragon Prince (Dragon Prince, #1)",3.94,12739,13416,371,323,868,2928,4442,4855,"fantasy","dragons","fiction","science fiction","romance"
8730,7099389,"1439156336","Jeffery Deaver","The Burning Wire (Lincoln Rhyme, #9)",4.04,11376,13314,759,96,445,2783,5507,4483,"mystery","thriller","crime","jeffery-deaver","fiction"
8731,166101,"316899984","Breena Clarke","River, Cross My Heart",3.47,11642,11881,262,298,1219,4724,3882,1758,"fiction","oprah-s-book-club","historical-fiction","oprah-book-club","oprahs-book-club"
8732,109499,"802472966","Nancy Leigh DeMoss, Elisabeth Elliot","Lies Women Believe: And the Truth that Sets Them Free",4.1,9714,9833,297,224,499,1766,2910,4434,"christianity","non-fiction","christianity","non-fiction","christianity"
8733,194808,"968709184","Jack London","To Build a Fire",3.92,12133,12653,441,330,815,2781,4290,4437,"short-stories","classics","short-story","adventure","classics"
8734,95659,"316701343","Lisi Harrison","Invasion of the Boy Snatchers (The Clique, #4)",3.79,13093,13343,586,424,1301,3533,3542,4543,"young adult","the-clique","chick-lit","realistic-fiction","young adult"
8735,4660,"345417968","John Irving","The 158-Pound Marriage",3.22,10532,11189,323,346,1831,4980,3031,1001,"fiction","john-irving","literary-fiction","contemporary","literature"
8736,6150530,"1401322905","Chris Anderson","Free: The Future of a Radical Price",3.83,10607,11472,605,311,771,2961,3962,3467,"business","non-fiction","economics","non-fiction","audible"
8737,769712,"156097432X","Joe Sacco, Edward Said","Palestine",4.2,9823,10949,658,149,351,1556,3975,4918,"graphic novels","comics","graphic-novel","non-fiction","history"
8738,198511,"452275040","Vincent van Gogh, Irving Stone, Jean   Stone","Dear Theo",4.09,9121,9761,189,237,503,1744,2904,4373,"art","non-fiction","biography","non-fiction","art-history"
8739,15732712,"7350481","Cecelia Ahern","One Hundred Names",3.75,10994,13925,1681,265,1049,3978,5210,3423,"fiction","chick-lit","romance","contemporary","cecelia-ahern"
8740,78960,"1419122126","Louisa May Alcott","Good Wives (Little Women, #1.5)",3.92,13964,15888,441,296,899,3903,5395,5395,"classics","fiction","classics","romance","historical-fiction"
8741,16248223,"62227327","Yangsze Choo","The Ghost Bride",3.74,11645,13975,2497,362,1174,3728,5252,3459,"fantasy","historical-fiction","fiction","romance","historical"
8742,34941,"99409968","Terry Brooks, George Lucas","Star Wars - Episode I: The Phantom Menace",3.55,11602,13106,505,392,1660,4408,3677,2969,"star-wars","science fiction","science fiction","fiction","fantasy"
8743,13096848,"1595828753","Gene Luen Yang, Michael Dante DiMartino, Gurihiru, Bryan Konietzko","Avatar: The Last Airbender (The Promise, #2)",4.43,12220,12396,258,62,192,1533,3189,7420,"comics","graphic novels","fantasy","graphic-novel","graphic novels"
8745,266765,"552551317","Jacqueline Wilson","Girls in Love (Girls, #1)",3.53,11953,12440,221,508,1514,4215,3290,2913,"young adult","children","romance","children","jacqueline-wilson"
8746,294613,"64440516","Else Holmelund Minarik, Maurice Sendak","Little Bear's Friend",4.3,12446,12504,73,90,315,2084,3259,6756,"children","children","picture-books","children","children"
8747,254799,"743235274","Twyla Tharp","The Creative Habit: Learn It and Use It for Life",4,12838,13338,765,306,800,2760,4250,5222,"non-fiction","creativity","non-fiction","writing","self-help"
8749,10429025,"61990655","Jocelyn Davies","A Beautiful Dark (A Beautiful Dark, #1)",3.9,16529,16909,1320,557,1238,3819,5086,6209,"angels","young adult","paranormal","young adult","fantasy"
8750,18889,"788720392","Marion Zimmer Bradley, Diana L. Paxson","Lady of Avalon (Avalon, #3)",3.88,12663,14297,261,147,748,3848,5522,4032,"fantasy","fiction","historical-fiction","arthurian","historical"
8751,15985392,"399160450","Tom Clancy, Mark Greaney","Threat Vector (Jack Ryan Universe, #15)",4.1,8320,10984,773,92,319,1900,4711,3962,"tom-clancy","fiction","thriller","clancy","audible"
8752,829313,"671725823","Miles Davis, Quincy Troupe","Miles: The Autobiography",4.18,8827,9244,490,160,272,1420,3274,4118,"music","biography","non-fiction","jazz","autobiography"
8753,816752,"440409411","Elizabeth Winthrop","The Castle in the Attic (The Castle in the Attic, #1)",3.96,14611,15194,598,205,688,3777,5326,5198,"children","fiction","fantasy","children","young adult"
8754,6303704,"61767891","Steven Tyler","Does the Noise in My Head Bother You?",3.47,9312,10459,1071,676,1398,3163,2761,2461,"biography","music","non-fiction","autobiography","biography"
8756,2230284,"1416549978","Jeffery Deaver","The Broken Window (Lincoln Rhyme, #8)",4.07,11706,13972,939,81,309,2734,6251,4597,"mystery","thriller","crime","fiction","jeffery-deaver"
8758,22431039,"1476778019","Christina Lauren","Beautiful Secret (Beautiful Bastard, #4)",4.13,17215,19915,1699,207,807,3402,7249,8250,"romance","contemporary-romance","contemporary","new-adult","christina-lauren"
8759,17707654,"399157573","Patricia Cornwell","Dust (Kay Scarpetta, #21)",3.53,9402,13154,1467,618,1574,4035,4029,2898,"mystery","patricia-cornwell","fiction","crime","thriller"
8760,143513,"486275442","Anton Chekhov","The Three Sisters",3.76,10688,12383,364,295,1048,3411,4181,3448,"plays","classics","drama","russian","russian-literature"
8761,107670,"439679966","Anthony Horowitz","Evil Star (The Gatekeepers, #2)",3.98,12391,14255,448,148,695,3249,5336,4827,"fantasy","young adult","young adult","anthony-horowitz","horror"
8762,21411887,"1476776075","Abbi Glines","You Were Mine (Rosemary Beach, #9)",4.26,17714,19503,1427,138,464,2609,7214,9078,"new-adult","romance","abbi-glines","contemporary","rosemary-beach"
8763,40313,"031298328X","Janet Evanovich, Charlotte Hughes","Full Tilt (Full #2)",3.7,14923,15433,319,261,1407,5010,4769,3986,"janet-evanovich","romance","mystery","fiction","chick-lit"
8764,3173125,"316032220","Josh Bazell","Beat the Reaper (Peter Brown #1)",3.79,10987,13114,2193,278,886,3311,5497,3142,"fiction","thriller","mystery","crime","humor"
8765,284195,"312989768","Elin Hilderbrand","Nantucket Nights",3.64,9825,11510,912,324,1056,3546,4080,2504,"elin-hilderbrand","chick-lit","fiction","beach-reads","romance"
8766,99218,"076534078X","Brian Herbert, Kevin J. Anderson","The Machine Crusade (Legends of Dune, #2)",3.73,10126,11041,221,476,924,2853,3665,3123,"science fiction","science fiction","fiction","science fiction","fantasy"
8767,99452,"345418530","Piers Anthony","Ogre, Ogre (Xanth #5)",3.73,13795,14744,180,119,1005,5153,4966,3501,"fantasy","xanth","fiction","humor","piers-anthony"
8768,892295,"517502917","Arthur Conan Doyle, William S. Baring-Gould","The Annotated Sherlock Holmes: The Four Novels and the Fifty-Six Short Stories Complete (2 Volume Set)",4.58,9551,9624,66,44,95,710,2161,6614,"mystery","classics","sherlock-holmes","fiction","mystery"
8769,18693621,"425272354","Joanna Wylde","Devil's Game (Reapers MC, #3)",4.3,20085,23102,1909,143,422,2920,8536,11081,"bikers","mc","romance","biker","contemporary-romance"
8771,760205,"140547126","Mercer Mayer","There's a Nightmare in My Closet",4.22,13413,13605,258,130,373,2441,4074,6587,"picture-books","children","children","children","children"
8772,20768868,"62325345","Patricia Cornwell","Flesh and Blood (Kay Scarpetta, #22)",3.67,8447,13068,1464,409,1282,3793,4368,3216,"mystery","patricia-cornwell","fiction","thriller","crime"
8773,441618,"805445528","Beth Moore","Breaking Free: Discover the Victory of Total Surrender",4.43,9922,10659,192,113,208,1109,2769,6460,"christianity","non-fiction","bible-study","faith","beth-moore"
8774,132609,"140504206","Eric Hill","Where's Spot?",4.05,13105,13753,329,235,818,3066,3603,6031,"picture-books","children","children","children","children"
8775,25772000,"1515303942","Penelope Ward, Vi Keeland","Cocky Bastard",4.18,14964,19293,2328,205,666,2917,7111,8394,"contemporary-romance","new-adult","contemporary","funny","adult"
8776,78674,"143035061","Jan Karon","Out to Canaan (Mitford Years, #4)",4.28,12491,13684,375,27,175,2019,5220,6243,"fiction","christian-fiction","christianity","jan-karon","mitford"
8777,2235597,"316002925","James Patterson, Michael Ledwidge","The Dangerous Days of Daniel X (Daniel X, #1)",3.57,14222,15221,1529,956,1871,4056,4153,4185,"young adult","james-patterson","science fiction","science fiction","fantasy"
8778,10868182,"000741949X","Camilla Läckberg, Tiina Nunnally","The Hidden Child (Patrik Hedström, #5)",3.94,7998,13336,1033,130,537,3054,5924,3691,"mystery","crime","fiction","thriller","scandinavian"
8779,122212,"451217454","Terry McMillan","Waiting to Exhale (Waiting To Exhale #1)",3.94,11315,12299,403,185,671,2996,4281,4166,"fiction","african-american","chick-lit","romance","african-american-fiction"
8780,8369681,"545240778","Elizabeth Eulberg","Prom and Prejudice",3.82,16286,16771,1805,363,1363,4502,5182,5361,"young adult","romance","young adult","contemporary","chick-lit"
8781,13074,"044669567X","Carl Hiaasen","Strip Tease",3.82,11308,12460,578,94,580,3544,5464,2778,"fiction","mystery","humor","crime","florida"
8782,22175,"1400034698","Gabriel García Márquez","Strange Pilgrims",4.02,5911,11691,763,80,405,2541,4818,3847,"fiction","short-stories","magical-realism","latin-america","literature"
8783,760110,"553297988","Kevin J. Anderson","Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",3.64,12686,13060,233,291,1110,4449,4390,2820,"star-wars","science fiction","science fiction","fiction","science fiction"
8784,456057,"1595541810","Ted Dekker","Showdown (Paradise, #1)",3.93,11122,11751,466,265,805,2597,3924,4160,"christian-fiction","fiction","ted-dekker","christianity","fantasy"
8785,16299341,"399164421","J.D. Robb","Thankless in Death (In Death, #37)",4.28,11740,15345,1178,85,304,2155,5428,7373,"mystery","romance","j-d-robb","jd-robb","in-death-series"
8786,46460,"743431677","John le Carré","Call for the Dead",3.77,9611,13005,882,133,580,3977,5806,2509,"fiction","mystery","thriller","espionage","spy"
8787,7999,"142501085","Brian Jacques","Marlfox (Redwall, #11)",3.99,13426,13974,166,76,556,3520,5112,4710,"fantasy","redwall","young adult","children","children"
8788,14028,"679761047","Yasunari Kawabata, Edward G. Seidensticker","Snow Country",3.7,9942,12499,1095,279,1120,3629,4562,2909,"fiction","japan","japanese","japanese-literature","classics"
8789,122574,"767921992","J. Maarten Troost","Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu",3.86,10292,10543,686,192,576,2713,4126,2936,"travel","non-fiction","non-fiction","humor","memoir"
8790,66470,"425161242","Robin Cook","Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",3.89,11572,12116,257,122,600,3297,4613,3484,"fiction","thriller","robin-cook","medical","mystery"
8791,893731,"425178102","Dave Barry","Big Trouble",3.81,10954,11621,646,208,818,3116,4292,3187,"humor","fiction","mystery","comedy","funny"
8792,17877,"486434095","Fyodor Dostoyevsky, Ergin Altay","The House of the Dead",4.03,8354,12384,804,110,493,2539,4979,4263,"classics","fiction","russian","russian-literature","literature"
8793,342667,"031234872X","Kim Gruenenfelder","A Total Waste of Makeup (Charlize Edwards, #1)",3.69,10464,10848,435,459,1043,3025,3234,3087,"chick-lit","fiction","romance","humor","romantic-comedy"
8794,1045757,"014132063X","Morris Gleitzman","Once (Once, #1)",4.2,11045,12342,1403,131,338,1830,4737,5306,"historical-fiction","young adult","holocaust","historical","young adult"
8795,47922,"316909688","Cecily von Ziegesar","Because I'm Worth It (Gossip Girl, #4)",3.57,13443,14018,302,353,1571,5054,3778,3262,"young adult","chick-lit","young adult","gossip-girl","fiction"
8796,20820995,"399162372","John Sandford","Deadline (Virgil Flowers, #8)",4.19,8057,12373,1107,89,259,1768,5367,4890,"mystery","john-sandford","fiction","crime","virgil-flowers"
8797,9893355,"62081896","Sara Shepard","Stunning (Pretty Little Liars, #11)",3.95,13636,14426,792,229,939,3459,4449,5350,"pretty-little-liars","young adult","mystery","pll","young adult"
8798,481462,"449138240","Gary Brandner","The Howling",3.92,10414,10599,140,176,652,2810,3216,3745,"horror","werewolves","fiction","werewolf","fantasy"
8799,239917,"380008319","Roger Zelazny","Sign of the Unicorn (The Chronicles of Amber #3)",4.14,12510,13376,262,59,384,2488,5122,5323,"fantasy","fiction","science fiction","science fiction","science fiction"
8800,3276072,"375834869","Carl Hiaasen","Scat",3.94,13291,14382,1844,173,679,3421,5739,4370,"mystery","young adult","fiction","realistic-fiction","young adult"
8801,22304,"743231511","Douglas Coupland","Life After God",3.82,8659,10035,432,132,771,2733,3511,2888,"fiction","short-stories","canadian","contemporary","literature"
8802,12786,"143036939","John Berendt","The City of Falling Angels",3.52,11333,12540,1559,301,1365,4425,4358,2091,"non-fiction","non-fiction","travel","history","italy"
8803,12598982,"307716546","Rosamund Lupton","Afterwards",3.79,11041,14146,1747,359,975,3563,5634,3615,"mystery","fiction","thriller","crime","suspense"
8804,1667423,"9792230300","Ilana Tan","Autumn in Paris",4.07,9355,9388,781,144,478,1909,2879,3978,"romance","metropop","indonesian","novel","ilana-tan"
8805,50453,"876855966","Charles Bukowski","Hot Water Music",3.93,8815,10210,361,161,489,2356,4081,3123,"fiction","short-stories","poetry","bukowski","literature"
8806,37619,"312980388","Wilbur Smith","Warlock (Ancient Egypt, #3)",4.02,9718,11058,300,159,477,2329,4110,3983,"historical-fiction","fiction","wilbur-smith","historical","adventure"
8807,21531503,"1250054052","Oprah Winfrey","What I Know for Sure",4.12,9006,11360,1270,207,479,1986,3707,4981,"non-fiction","self-help","non-fiction","inspirational","memoir"
8809,13547234,"1451688385","Colm Tóibín","The Testament of Mary",3.61,9050,11289,1988,429,1092,3368,4019,2381,"fiction","historical-fiction","religion","literary-fiction","historical"
8811,31493,"345452887","Fannie Flagg","Standing in the Rainbow (Elmwood Springs, #2)",4.02,11856,12872,884,109,495,2858,4991,4419,"fiction","humor","chick-lit","fannie-flagg","southern"
8812,817199,"9735004100","Mircea Eliade","Maitreyi",3.92,11079,11899,184,248,817,2702,3998,4134,"romanian-literature","romanian","classics","romance","fiction"
8814,4599,"786886323","Glen David Gold","Carter Beats the Devil",4.09,10000,10976,901,88,426,1968,4443,4051,"fiction","historical-fiction","mystery","historical","magic"
8815,436806,"872862097","Georges Bataille, Joachim Neugroschel, Dovid Bergelson","Story of the Eye",3.71,9227,10955,906,517,1009,2697,3644,3088,"fiction","erotica","french","horror","classics"
8816,4609710,"039915583X","Kate Jacobs","Knit Two (Friday Night Knitting Club, #2)",3.47,11843,13930,1613,238,1485,5585,4691,1931,"fiction","chick-lit","knitting","kate-jacobs","audio"
8817,95144,"99417472","Maurice Sendak","In the Night Kitchen",4.06,13263,14187,692,384,879,2623,3894,6407,"picture-books","children","children","children","children"
8818,11446,"99449897","Raymond Carver","Will You Please Be Quiet, Please?",4.29,8568,10505,540,82,262,1262,3804,5095,"short-stories","fiction","short-story","american","classics"
8819,46201,"679722017","Rainer Maria Rilke, Stephen Mitchell, Robert Hass","The Selected Poetry of Rainer Maria Rilke",4.4,11223,11342,248,111,187,1179,3435,6430,"poetry","classics","german","literature","fiction"
8820,8843801,"044657449X","Larissa Ione","Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",4.21,18214,19565,1264,321,600,2775,6811,9058,"romance","paranormal","romance","demons","larissa-ione"
8822,18079757,"039916443X","J.D. Robb","Concealed in Death (In Death, #38)",4.25,10444,14867,1180,73,286,2185,5647,6676,"mystery","romance","j-d-robb","jd-robb","fiction"
8823,131830,"553384104","Christiane Northrup","Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",4.32,9867,10692,308,105,238,1385,3389,5575,"health","self-help","non-fiction","non-fiction","feminism"
8824,37298,"425152898","John Sandford","Mind Prey (Lucas Davenport, #7)",4.19,12833,14424,405,43,183,2305,6361,5532,"mystery","john-sandford","fiction","thriller","lucas-davenport"
8826,209966,"1563897776","Warren Ellis, John Cassaday","Planetary, Volume 1: All Over the World and Other Stories",4.21,11808,12544,331,185,458,1833,4084,5984,"comics","graphic novels","graphic-novel","science fiction","fiction"
8827,17926775,"1908844965","Danielle L. Jensen","Stolen Songbird (The Malediction Trilogy, #1)",3.97,15026,17304,2113,345,881,3455,6833,5790,"fantasy","young adult","romance","young adult","magic"
8828,13167847,"805095837","Andy Cohen","Most Talkative: Stories from the Front Lines of Pop Culture",3.79,9789,11305,1169,175,721,3144,4492,2773,"non-fiction","memoir","non-fiction","humor","memoirs"
8829,228194,"451190521","Stephen King","The Green Mile, Part 2: The Mouse on the Mile",4.47,11985,12569,165,35,156,1220,3561,7597,"horror","fiction","stephen-king","king","thriller"
8830,43345,"743484355","Mary Higgins Clark","A Cry In The Night",3.84,12157,13886,533,179,759,4025,5068,3855,"mystery","mary-higgins-clark","fiction","suspense","thriller"
8831,100322,"1556520743","Assata Shakur, Angela Y. Davis, Lennox S. Hinds","Assata: An Autobiography",4.48,10518,10731,572,143,217,880,2636,6855,"non-fiction","biography","non-fiction","memoir","feminism"
8832,32636,"60596384","Clive Barker","Days of Magic, Nights of War (Abarat, #2)",4.2,10755,12314,404,112,369,1861,4513,5459,"fantasy","young adult","fiction","horror","young adult"
8833,789559,"899190359","Paul Galdone, Peter Christen Asbjørnsen","The Three Billy Goats Gruff",4.14,12918,13069,238,107,488,2844,3616,6014,"children","picture-books","children","children","children"
8836,6452806,"446539252","Edward M. Kennedy","True Compass: A Memoir",3.99,10111,10504,762,176,439,2205,4133,3551,"biography","non-fiction","politics","memoir","history"
8837,3760,"142002054","Ian Fleming","Diamonds Are Forever (James Bond, #4)",3.59,10205,12359,643,113,960,4741,4602,1943,"fiction","james-bond","thriller","espionage","spy"
8838,2978,"60594527","James Hilton","Lost Horizon",3.9,10907,13070,1093,147,663,3367,5032,3861,"classics","literature","travel","historical-fiction","asia"
8840,349929,"142437271","Nella Larsen, Ntozake Shange, Thadious M. Davis","Passing",3.8,10544,12372,844,151,702,3481,5133,2905,"fiction","african-american","historical-fiction","classics","school"
8841,47701,"61238961","Neil Gaiman, Michael Reaves","InterWorld (InterWorld, #1)",3.51,12419,14903,1641,311,1604,5460,5163,2365,"fantasy","young adult","science fiction","science fiction","fiction"
8842,23232,"375836578","David Levithan","The Realm of Possibility",3.94,13390,13768,1161,328,892,3036,4504,5008,"young adult","poetry","young adult","lgbtq","contemporary"
8843,428223,"345495802","Harry Bernstein","The Invisible Wall: A Love Story That Broke Barriers",4.07,9715,10809,1718,58,286,2000,4962,3503,"non-fiction","memoir","non-fiction","biography","memoirs"
8844,7507908,"1595143378","Brenna Yovanoff","The Replacement",3.56,15945,17635,2647,786,2053,5246,5588,3962,"young adult","fantasy","horror","paranormal","urban-fantasy"
8845,6713071,"1439172951","George Carlin, Tony Hendra","Last Words",4.04,9246,9795,504,177,435,1946,3485,3752,"biography","non-fiction","humor","comedy","autobiography"
8846,8701960,"375423729","James Gleick","The Information: A History, a Theory, a Flood",3.98,9874,11422,1167,207,610,2312,4425,3868,"non-fiction","science","history","non-fiction","technology"
8847,96642,"385333218","Homer Hickam","Rocket Boys (Coalwood #1)",4.18,8768,12857,1407,118,364,1912,5119,5344,"science","non-fiction","memoir","biography","memoirs"
8848,278102,"440236924","Danielle Steel","Kaleidoscope",3.88,11207,11812,280,131,718,3409,3784,3770,"romance","danielle-steel","fiction","danielle-steele","chick-lit"
8849,19001,"743457927","John le Carré","A Perfect Spy",3.99,10901,12383,459,184,516,2650,4954,4079,"fiction","espionage","thriller","spy","mystery"
8850,2049,"394758269","Raymond Chandler","The High Window (Philip Marlowe, #3)",4.08,11080,12235,535,41,236,2427,5534,3997,"mystery","fiction","crime","noir","mystery"
8851,15985372,"425255700","Laurell K. Hamilton","Affliction (Anita Blake, Vampire Hunter #22)",4.01,13828,16306,1683,387,932,3251,5251,6485,"urban-fantasy","paranormal","vampires","anita-blake","fantasy"
8853,168569,"425157539","John Sandford","Sudden Prey (Lucas Davenport, #8)",4.15,12408,13797,363,46,209,2298,6279,4965,"john-sandford","fiction","lucas-davenport","mystery","crime"
