"book_id","goodreads_book_id","authors","title","average_rating","ratings_1","ratings_2","ratings_3","ratings_4","ratings_5","image_url","top_1","top_2","top_3","top_4","top_5"
7356,16218778,"Kimberly Rae Miller","Coming Clean",4,260,670,3640,6333,4040,"https://images.gr-assets.com/books/1381962759m/16218778.jpg","non-fiction","memoirs","non-fiction","memoir","biography-memoir"
7357,5368,"Kathleen Winsor","Forever Amber",4,350,905,3059,4675,5618,"https://images.gr-assets.com/books/1350464965m/5368.jpg","historical-fiction","fiction","romance","historical","classics"
7358,8619814,"John  Stephens","The Emerald Atlas (The Books of Beginning, #1)",4,352,1008,3773,6366,5456,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","mystery","juvenile-fiction","family","my-books"
7359,28390369,"Zadie Smith","Swing Time",3.5,376,1885,6749,8096,3397,"https://images.gr-assets.com/books/1456491713m/28390369.jpg","fiction","contemporary","read-in-2017","literary-fiction","contemporary-fiction"
7360,42435,"Doug Stanton","In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors",4,149,271,1797,4951,6178,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","history","non-fiction","non-fiction","war","wwii"
7361,1819632,"Yuna Kagesaki","Chibi Vampire, Vol. 01",4,486,1021,2635,3056,6002,"https://images.gr-assets.com/books/1404303540m/1819632.jpg","manga","vampires","graphic novels","romance","vampire"
7362,18667779,"Nina LaCour","Everything Leads to You",4,580,1193,4257,6366,6338,"https://images.gr-assets.com/books/1389744233m/18667779.jpg","lgbtq","young adult","contemporary","romance","lgbtq"
7363,363851,"Wendy Mass","Jeremy Fink and the Meaning of Life",4,315,883,3252,5635,6232,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","realistic-fiction","young adult","fiction","mystery","middle-grade"
7364,216048,"Patricia Polacco","Thank You, Mr. Falker",4.5,131,272,1209,2735,9257,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","picture-books","children","picture-book","realistic-fiction","children"
7365,20821159,"William Gibson","The Peripheral",4,281,621,2335,5102,3730,"https://images.gr-assets.com/books/1402651292m/20821159.jpg","science fiction","fiction","science fiction","science fiction","science fiction"
7366,6464937,"Alice Munro","Too Much Happiness",4,331,1027,3433,6090,3868,"https://images.gr-assets.com/books/1320459874m/6464937.jpg","short-stories","fiction","canadian","contemporary","canada"
7367,13614836,"J. Lynn, Jennifer L. Armentrout","Tempting the Best Man (Gamble Brothers, #1)",3.5,536,2272,8530,10334,6861,"https://images.gr-assets.com/books/1336112984m/13614836.jpg","romance","contemporary","contemporary-romance","adult","chick-lit"
7369,10970532,"Tiffany Reisz","The Siren (The Original Sinners, #1)",4,920,1303,3284,6173,9832,"https://images.gr-assets.com/books/1335832751m/10970532.jpg","bdsm","contemporary","dark","romance","erotica"
7370,267243,"William  Kennedy","Ironweed",4,267,860,3338,5030,3957,"https://images.gr-assets.com/books/1408926209m/267243.jpg","fiction","rory-gilmore-reading-challenge","historical-fiction","rory-gilmore-challenge","literature"
7371,6621101,"Jonathan Kellerman","Deception (Alex Delaware, #25)",4,111,493,3602,5730,4384,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","jonathan-kellerman","fiction","alex-delaware","thriller"
7372,40580,"Michael Moore","Stupid White Men",3.5,573,1845,5736,4086,1536,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","non-fiction","humor","politics","political"
7373,23766634,"Sarah J. Maas","A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",4.5,463,1289,5123,15585,46370,"https://images.gr-assets.com/books/1485528243m/23766634.jpg","fantasy","romance","young adult","new-adult","read-in-2017"
7374,4893390,"Derek Landy","The Faceless Ones (Skulduggery Pleasant, #3)",4.5,53,230,1881,5366,9255,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","urban-fantasy","skulduggery-pleasant","magic"
7375,63689,"Paul Theroux","The Great Railway Bazaar",4,310,701,2838,5257,4001,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","travel","non-fiction","non-fiction","asia","memoir"
7376,13117308,"Brad Thor","Black List (Scot Harvath, #11)",4,113,382,2028,5439,5958,"https://images.gr-assets.com/books/1339809055m/13117308.jpg","brad-thor","thriller","fiction","scot-harvath","thor"
7377,22417,"Warren Ellis, Darick Robertson","Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",4.5,185,349,1637,4391,7984,"https://images.gr-assets.com/books/1427758922m/22417.jpg","comics","graphic novels","science fiction","science fiction","fiction"
7378,101869,"Charles Stross","The Atrocity Archives (Laundry Files, #1)",4,235,725,3415,6599,4816,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","science fiction","fantasy","horror","fiction","urban-fantasy"
7379,10867,"Steve Martin","The Pleasure of My Company",4,189,882,3938,5557,3218,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","humor","contemporary","comedy","contemporary-fiction"
7380,138683,"C.J. Sansom","Dark Fire (Matthew Shardlake, #2)",4,42,217,2063,6581,6249,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","historical","fiction","historical-mystery","history"
7382,11381910,"Liz Moore","Heft",4,160,504,2825,6772,3746,"https://images.gr-assets.com/books/1327958826m/11381910.jpg","fiction","audio","contemporary","audible","adult-fiction"
7383,7998,"Brian Jacques","Outcast of Redwall (Redwall, #8)",4,139,881,4673,5844,5206,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","redwall","fiction","young adult","children"
7384,543873,"Lloyd Jones","Mister Pip",3.5,348,1269,4354,5892,2927,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","new-zealand","war","young adult","contemporary"
7385,1191,"Giada De Laurentiis, Victoria Pearson","Giada's Family Dinners",4,484,582,2361,3795,4859,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","food","food","food","food","non-fiction"
7386,185012,"John Patrick Shanley","Doubt",4,191,548,2458,5419,5995,"https://images.gr-assets.com/books/1327908288m/185012.jpg","plays","drama","play","fiction","theatre"
7387,675614,"Cate Tiernan","Book of Shadows (Sweep, #1)",4,467,1155,4119,6230,8626,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","teen","maybe","witch","ya-paranormal","sweep-series"
7388,2141830,"Beth Harbison","Secrets of a Shoe Addict (Shoe Addict, #2)",3.5,450,1093,3748,4026,3749,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","chick-lit","fiction","chic-lit","beth-harbison","chicklit"
7389,22609080,"Anna Todd","After We Fell (After, #3)",4,976,1610,3733,4938,7601,"https://images.gr-assets.com/books/1420938115m/22609080.jpg","romance","new-adult","contemporary","after","read-in-2015"
7390,6589074,"Laurie Fabiano","Elizabeth Street",4,144,608,3016,5430,3369,"https://images.gr-assets.com/books/1328420628m/6589074.jpg","historical-fiction","fiction","italy","historical","history"
7392,24965,"Søren Kierkegaard, Alastair Hannay","Fear and Trembling",4,266,660,2712,4860,5005,"https://images.gr-assets.com/books/1309286516m/24965.jpg","non-fiction","religion","classics","theology","existentialism"
7393,30334,"Amelia Atwater-Rhodes","Hawksong (The Kiesha'ra, #1)",4,258,800,3400,5673,8676,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","young adult","young adult","romance","paranormal"
7394,45260,"Peter F. Hamilton","The Naked God (Night's Dawn, #3)",4,175,457,2066,5038,6265,"https://images.gr-assets.com/books/1316548289m/45260.jpg","science fiction","science fiction","science fiction","science fiction","fiction"
7395,14481,"Peggy Parish, Wallace Tripp","Come Back, Amelia Bedelia",4,195,452,2495,3580,7600,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","children","children","children","fiction"
7396,790171,"Thor Heyerdahl","Kon-Tiki: Across The Pacific In A Raft",4,143,463,3002,6085,5868,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","travel","adventure","history","non-fiction"
7397,15815364,"Mohsin Hamid","How to Get Filthy Rich in Rising Asia",4,255,886,3520,5287,2986,"https://images.gr-assets.com/books/1353428459m/15815364.jpg","fiction","asia","contemporary","pakistan","literary-fiction"
7398,15852,"Albert Einstein, Nigel Calder, Robert W. Lawson","Relativity: The Special and the General Theory",4,174,515,2201,4134,5933,"https://images.gr-assets.com/books/1420607613m/15852.jpg","science","non-fiction","physics","non-fiction","classics"
7399,33770,"Anna Maxted","Getting Over It",3.5,607,1415,4453,4130,2801,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","chick-lit","fiction","chicklit","romance","chic-lit"
7400,10866233,"Siobhan Vivian","The List",3.5,748,2540,6328,5472,3612,"https://images.gr-assets.com/books/1439733432m/10866233.jpg","young adult","young adult","contemporary","realistic-fiction","fiction"
7401,19534,"David James Duncan","The Brothers K",4.5,152,331,1097,3254,6678,"https://images.gr-assets.com/books/1403176622m/19534.jpg","fiction","baseball","historical-fiction","sports","literature"
7402,9484114,"Shawn Achor","The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work",4,195,466,2204,4974,5693,"https://images.gr-assets.com/books/1381289860m/9484114.jpg","psychology","self-help","business","non-fiction","self-help"
7403,13167796,"W. Bruce Cameron","A Dog's Journey (A Dog's Purpose, #2)",4.5,73,282,1615,4681,8676,"https://images.gr-assets.com/books/1327061453m/13167796.jpg","fiction","animals","dogs","dog-books","contemporary"
7404,11389341,"Timothy J. Keller, Kathy  Keller","The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God",4.5,129,230,1082,3851,7474,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","marriage","christianity","non-fiction","christianity","christianity"
7405,6672183,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair","Batman & Robin: Batman Reborn",4,200,636,2722,4797,5716,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","comics","graphic novels","batman","dc","graphic novels"
7406,1157452,"Matsuri Hino","MeruPuri, Vol. 1 (MeruPuri, #1)",4,497,820,2430,3200,7520,"https://images.gr-assets.com/books/1324321395m/1157452.jpg","manga","fantasy","romance","mangas","manga-read"
7407,11031,"Arturo Pérez-Reverte, Margaret Jull Costa","The Flanders Panel",4,258,1074,3854,5874,3795,"https://images.gr-assets.com/books/1328874807m/11031.jpg","mystery","fiction","historical-fiction","thriller","crime"
7408,576570,"Janet Stevens, Hans Christian Andersen","The Princess and the Pea",4,134,673,3381,4120,6559,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","classics","children","children","picture-books"
7409,4662,"F. Scott Fitzgerald, Matthew J. Bruccoli","The Short Stories",4,95,307,1895,4846,5812,"https://images.gr-assets.com/books/1400891315m/4662.jpg","classics","short-stories","fiction","american-fiction","classics-to-read"
7410,397466,"V.C. Andrews","Dark Angel (Casteel, #2)",4,151,912,3867,4911,5523,"https://images.gr-assets.com/books/1322289444m/397466.jpg","fiction","v-c-andrews","vc-andrews","young adult","horror"
7411,77787,"Timothy Zahn","Specter of the Past (Star Wars: The Hand of Thrawn, #1)",4,82,529,3527,5745,4556,"https://images.gr-assets.com/books/1326718522m/77787.jpg","star-wars","science fiction","fiction","science fiction","science fiction"
7414,351648,"Laura Lippman","What the Dead Know",3.5,353,1568,6131,6754,2376,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","fiction","mystery","thriller","mystery"
7416,76527,"Laurence Sterne, Melvyn New","The Life and Opinions of Tristram Shandy, Gentleman",3.5,954,1547,3575,4498,5380,"https://images.gr-assets.com/books/1403402384m/76527.jpg","classics","fiction","literature","18th-century","humor"
7417,765148,"Giles Andreae, Guy Parker-Rees","Giraffes Can't Dance",4.5,154,438,2358,4543,7985,"https://images.gr-assets.com/books/1306505271m/765148.jpg","picture-books","children","children","animals","children"
7418,98048,"Susan Vreeland","The Passion of Artemisia",4,283,818,3759,5719,4193,"https://images.gr-assets.com/books/1311648181m/98048.jpg","historical-fiction","fiction","art","historical","italy"
7419,270435,"Louise L. Hay","Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them",4.5,139,342,1542,3059,6632,"https://images.gr-assets.com/books/1404193356m/270435.jpg","health","self-help","non-fiction","spirituality","spirituality"
7420,284698,"Mia Ikumi, Reiko Yoshida","Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",4,552,1189,2763,2757,6189,"https://images.gr-assets.com/books/1371146694m/284698.jpg","manga","fantasy","graphic novels","romance","read-manga"
7421,11595276,"Emily M. Danforth","The Miseducation of Cameron Post",4,493,903,3200,6542,6247,"https://images.gr-assets.com/books/1309190566m/11595276.jpg","young adult","lgbtq","young adult","lgbtq","fiction"
7422,1967070,"Neil Gaiman, P. Craig Russell","Coraline (Illustrated/Graphic Novel Edition)",4,245,825,3782,5867,5521,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","graphic novels","fantasy","graphic-novel","horror","comics"
7423,2173611,"Diana Wynne Jones","House of Many Ways (Howl's Moving Castle, #3)",4,98,715,4376,8350,6778,"https://images.gr-assets.com/books/1293848674m/2173611.jpg","fantasy","fiction","young adult","children","magic"
7424,23602561,"Don Winslow","The Cartel",4.5,119,352,1490,4658,6200,"https://images.gr-assets.com/books/1429552939m/23602561.jpg","fiction","crime","thriller","mystery","historical-fiction"
7425,25937671,"Sue Klebold","A Mother's Reckoning: Living in the Aftermath of Tragedy",4,305,508,2506,6639,6627,"https://images.gr-assets.com/books/1453261078m/25937671.jpg","non-fiction","biography-memoir","non-fiction","memoir","read-2016"
7426,13062,"Carl Hiaasen","Skin Tight (Mick Stranahan, #1)",4,81,426,3413,6443,3876,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","mystery","humor","crime","carl-hiaasen"
7427,3750,"Ian Fleming","Moonraker (James Bond, #3)",3.5,97,921,5041,5820,2806,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","james-bond","thriller","spy","espionage"
7428,364550,"John Locke, Peter Laslett, Raymond Geuss","Two Treatises of Government",4,316,882,3718,4605,3857,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","philosophy","political-philosophy","history","politics","political-science"
7429,16900,"Henry David Thoreau","Civil Disobedience and Other Essays",4,141,609,2752,5009,5195,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","philosophy","classics","non-fiction","politics","essays"
7430,17533,"Louisa May Alcott","Rose in Bloom (Eight Cousins, #2)",4,329,838,3875,6112,7111,"https://images.gr-assets.com/books/1344269387m/17533.jpg","fiction","young adult","classics","classics","romance"
7433,82436,"Melina Marchetta","Looking for Alibrandi",4,308,991,4419,6951,4763,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","young adult","young adult","contemporary","australian","fiction"
7435,15813668,"Darynda Jones","Fifth Grave Past the Light (Charley Davidson, #5)",4.5,63,230,1923,7666,14405,"https://images.gr-assets.com/books/1355718001m/15813668.jpg","paranormal","urban-fantasy","romance","romance","fantasy"
7436,416580,"Wilbur Smith","The Seventh Scroll (Ancient Egypt, #2)",4,127,531,2387,5065,5174,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","fiction","adventure","wilbur-smith","egypt"
7437,12813860,"Kody Keplinger","A Midsummer's Nightmare",4,531,1243,4596,6130,5556,"https://images.gr-assets.com/books/1327469139m/12813860.jpg","young adult","contemporary","romance","young adult","chick-lit"
7438,17571466,"Nick Cutter","The Troop",3.5,444,1200,3561,5339,3285,"https://images.gr-assets.com/books/1397768496m/17571466.jpg","horror","fiction","thriller","science fiction","netgalley"
7439,820480,"C.J. Sansom","Revelation (Matthew Shardlake, #4)",4.5,48,209,1613,5696,6700,"https://images.gr-assets.com/books/1327170369m/820480.jpg","historical-fiction","mystery","fiction","historical","crime"
7440,11339,"Pablo Neruda, Stephen Tapscott","100 Love Sonnets",4.5,145,263,1256,3572,7193,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","classics","romance","poesia","latin-american","poetry"
7441,18316089,"Amy Bloom","Lucky Us",3,681,2312,5208,3845,1345,"https://images.gr-assets.com/books/1400853144m/18316089.jpg","fiction","historical-fiction","audio","historical","adult"
7442,110393,"Julia Quinn","It's in His Kiss (Bridgertons, #7)",4,149,860,5022,8714,7443,"https://images.gr-assets.com/books/1314461965m/110393.jpg","romance","romance","historical","julia-quinn","regency"
7443,31538614,"J.K. Rowling, MinaLima","Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",4,62,376,2872,5600,6970,"https://images.gr-assets.com/books/1471436601m/31538614.jpg","fantasy","short-stories","fiction","young adult","read-in-2016"
7444,9454,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay","Phenomenology of Spirit",4,466,897,2605,3609,4686,"https://images.gr-assets.com/books/1425522818m/9454.jpg","non-fiction","classics","non-fiction","hegel","german"
7446,479561,"Peter F. Hamilton","The Neutronium Alchemist (Night's Dawn, #2)",4,99,370,1888,5322,6381,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","science fiction","science fiction","science fiction","science fiction","fiction"
7447,9995135,"Gena Showalter","The Darkest Seduction (Lords of the Underworld #9)",4.5,127,515,2676,6464,11549,"https://images.gr-assets.com/books/1316891535m/9995135.jpg","romance","paranormal","romance","gena-showalter","lords-of-the-underworld"
7448,30226723,"Victoria Aveyard","King's Cage (Red Queen, #3)",4,683,1887,6895,13675,13667,"https://images.gr-assets.com/books/1467121158m/30226723.jpg","fantasy","young adult","young adult","dystopian","2017-releases"
7449,6345193,"Paul Auster","Invisible",3.5,243,1002,3988,5957,2707,"https://images.gr-assets.com/books/1317063578m/6345193.jpg","fiction","contemporary","literature","american-literature","literary-fiction"
7451,9266810,"Sarah Mlynowski","Ten Things We Did (and Probably Shouldn't Have)",3.5,461,1478,4936,5757,4798,"https://images.gr-assets.com/books/1293821561m/9266810.jpg","young adult","young adult","contemporary","romance","chick-lit"
7452,13042154,"Moira Young","Rebel Heart (Dust Lands, #2)",4,484,1140,3929,6268,5724,"https://images.gr-assets.com/books/1326311073m/13042154.jpg","young adult","dystopian","dystopian","young adult","romance"
7453,4507,"Julie Gregory","Sickened: The Memoir of a Munchausen by Proxy Childhood",3.5,271,1109,4097,4942,3294,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","non-fiction","memoir","memoirs","non-fiction","psychology"
7454,96082,"Anita Shreve","The Last Time They Met",3.5,618,1715,5119,4568,2771,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","romance","anita-shreve","chick-lit","contemporary"
7455,25817493,"Paulette Jiles","News of the World",4,170,573,3324,8636,7837,"https://images.gr-assets.com/books/1440342988m/25817493.jpg","historical-fiction","fiction","western","historical","read-in-2017"
7456,40710,"Brad Thor","Blowback (Scot Harvath, #4)",4,91,330,2153,5177,5347,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","thriller","fiction","scot-harvath","thrillers","thor"
7457,9864913,"Devdutt Pattanaik","Jaya: An Illustrated Retelling of the Mahabharata",4,82,220,1487,4542,4266,"https://images.gr-assets.com/books/1357361164m/9864913.jpg","mythology","fiction","indian-authors","religion","indian"
7458,51114,"Gail Tsukiyama","Women of the Silk",4,132,581,3135,5451,3878,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","historical-fiction","fiction","china","asia","asian"
7459,54492,"Anthony Hope","The Prisoner of Zenda",4,197,817,4073,5337,4322,"https://images.gr-assets.com/books/1356449081m/54492.jpg","classics","fiction","adventure","classics","historical-fiction"
7460,8349348,"Amanda Hocking","Flutter (My Blood Approves, #3)",4,255,1045,4079,6089,6467,"https://images.gr-assets.com/books/1282496658m/8349348.jpg","vampires","young adult","paranormal","young adult","fantasy"
7462,456,"Paul Auster","Leviathan",4,105,490,2684,5165,3350,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","american","literature","contemporary","novel"
7463,15157,"David Baldacci","Saving Faith",4,154,771,4301,6283,3604,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","david-baldacci","fiction","thriller","mystery","baldacci"
7464,171471,"R.A. Salvatore","The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",4,305,972,3248,4318,4566,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","forgotten-realms","drizzt","fiction","r-a-salvatore"
7465,308540,"R.L. Stine","The Haunted Mask (Goosebumps, #11)",4,334,1389,4424,3863,4789,"https://images.gr-assets.com/books/1328867787m/308540.jpg","horror","goosebumps","children","children","fiction"
7466,136641,"Douglas Preston","Tyrannosaur Canyon (Wyman Ford #1)",4,212,894,4281,5674,3529,"https://images.gr-assets.com/books/1419207931m/136641.jpg","thriller","fiction","mystery","adventure","science fiction"
7467,28016509,"J.P. Delaney","The Girl Before",3.5,829,2691,9883,13716,7296,"https://images.gr-assets.com/books/1485972587m/28016509.jpg","mystery","thriller","fiction","netgalley","read-in-2017"
7468,15673,"Louis Sachar","Wayside School Gets A Little Stranger (Wayside School #3)",4,208,599,2935,5001,7758,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","children","fiction","children","humor","children"
7469,11279,"Dan Simmons","Summer of Night",4,302,691,2903,5308,5237,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","horror","fiction","thriller","fantasy","mystery"
7470,4961959,"Jim Butcher, Mark Powers, Ardian Syaf","The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",4.5,57,204,1451,3908,6357,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","graphic novels","urban-fantasy","graphic-novel","comics"
7471,13064,"Carl Hiaasen","Tourist Season",4,110,538,3478,6486,4127,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fiction","mystery","humor","crime","florida"
7473,366346,"Debbie Macomber","204 Rosewood Lane (Cedar Cove, #2)",4,113,415,3072,5688,6659,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","debbie-macomber","romance","fiction","chick-lit","cedar-cove"
7474,16071767,"Karin Slaughter","Unseen (Will Trent, #7)",4,113,392,2532,6612,6402,"https://images.gr-assets.com/books/1361517437m/16071767.jpg","mystery","karin-slaughter","thriller","crime","fiction"
7475,6681333,"Heather Brewer","Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",4.5,156,432,2188,4287,8303,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","vampires","young adult","fantasy","vampire","young adult"
7476,175324,"Robert A. Heinlein","Double Star",4,107,764,4475,6023,4418,"https://images.gr-assets.com/books/1327984434m/175324.jpg","science fiction","science fiction","fiction","science fiction","science fiction"
7477,390305,"Alex Kava","A Perfect Evil (Maggie O'Dell, #1)",4,226,513,3075,5706,5075,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","mystery","thriller","crime","alex-kava","suspense"
7478,15737147,"Anne Lamott","Help Thanks Wow: The Three Essential Prayers",4,221,706,2823,4929,4541,"https://images.gr-assets.com/books/1348147479m/15737147.jpg","non-fiction","spirituality","non-fiction","religion","spirituality"
7479,7981,"Brian Jacques, Allan Curless","The Long Patrol (Redwall, #10)",4,62,489,3459,5748,6190,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","redwall","fiction","young adult","children"
7480,11107244,"Steven Pinker","The Better Angels of Our Nature: Why Violence Has Declined",4,302,514,1774,4134,6234,"https://images.gr-assets.com/books/1311281857m/11107244.jpg","non-fiction","history","psychology","science","non-fiction"
7481,821003,"A.A. Milne, Ernest H. Shepard","When We Were Very Young (Winnie-the-Pooh, #3)",4.5,145,472,2823,5139,10098,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","poetry","children","classics","children","children"
7482,22367526,"M.O. Walsh","My Sunshine Away",3.5,350,1262,4050,5109,2364,"https://images.gr-assets.com/books/1412528921m/22367526.jpg","fiction","mystery","coming-of-age","read-in-2015","southern"
7483,370057,"Dee Henderson","The Truth Seeker (O'Malley #3)",4.5,72,233,1735,4364,8029,"https://images.gr-assets.com/books/1406514043m/370057.jpg","christianity","christianity","fiction","romance","dee-henderson"
7484,1244286,"Dee Lestari","Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade",4,114,501,2643,3701,2336,"https://images.gr-assets.com/books/1356018939m/1244286.jpg","indonesia","short-stories","novel","fiction","kumpulan-cerpen"
7486,7907782,"Nicole Krauss","Great House",3.5,634,1954,4900,4987,2504,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","contemporary","contemporary-fiction","read-in-2011","short-stories","holocaust"
7487,28374062,"Karin Slaughter","The Kept Woman (Will Trent, #8)",4,216,625,3116,7374,6789,"https://images.gr-assets.com/books/1462032117m/28374062.jpg","audio","thrillers","will-trent","crime-fiction","2017-books"
7489,95619,"Francine Rivers","And the Shofar Blew",4,154,510,2258,4069,5134,"https://images.gr-assets.com/books/1406507476m/95619.jpg","christianity","fiction","christianity","francine-rivers","historical-fiction"
7490,31357,"Orson Scott Card","Prentice Alvin (Tales of Alvin Maker, #3)",4,137,887,4864,6378,3468,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","fantasy","fiction","alternate-history","orson-scott-card","science fiction"
7491,97875,"Alexander McCall Smith","44 Scotland Street (44 Scotland Street, #1)",3.5,450,1646,5140,6218,3314,"https://images.gr-assets.com/books/1298439814m/97875.jpg","fiction","scotland","mystery","alexander-mccall-smith","humor"
7492,268275,"Sandra Brown","Chill Factor",4,147,647,3606,6119,4573,"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png","sandra-brown","romance","romantic-suspense","mystery","suspense"
7493,2108198,"Neil Gaiman, Mark Buckingham","Odd and the Frost Giants",4,81,687,5043,8927,5548,"https://images.gr-assets.com/books/1323790894m/2108198.jpg","fantasy","fiction","children","mythology","young adult"
